meeting_key,session_key,session_start,year,team_name,team_lineage,tier_static,tier_dynamic,position_start,position_current,position_change,points_start,points_current,points_gained,session_points_leader,points_deficit_vs_leader,weather_condition,temp_bucket,avg_track_temp,avg_air_temp,avg_humidity,avg_pressure,avg_wind_speed,pct_rainfall
1275,9850,2025-11-30 15:05:41.032000+00:00,2025,McLaren,McLaren,Top 3,Top 3,1.0,1,0.0,770.0,800,30.0,30.0,0.0,Dry,Warm,28.16,22.6,69.05,1016.1,1.25,0.0
1275,9850,2025-11-30 15:05:41.032000+00:00,2025,Mercedes,Mercedes,Top 3,Top 3,2.0,2,0.0,441.0,459,18.0,30.0,12.0,Dry,Warm,28.16,22.6,69.05,1016.1,1.25,0.0
1275,9850,2025-11-30 15:05:41.032000+00:00,2025,Red Bull Racing,Red Bull Racing,Top 3,Top 3,3.0,3,0.0,400.0,426,26.0,30.0,4.0,Dry,Warm,28.16,22.6,69.05,1016.1,1.25,0.0
1275,9850,2025-11-30 15:05:41.032000+00:00,2025,Ferrari,Ferrari,Top 3,Midfield,4.0,4,0.0,378.0,382,4.0,30.0,26.0,Dry,Warm,28.16,22.6,69.05,1016.1,1.25,0.0
1275,9850,2025-11-30 15:05:41.032000+00:00,2025,Williams,Williams,Bottom 3,Midfield,5.0,5,0.0,122.0,137,15.0,30.0,15.0,Dry,Warm,28.16,22.6,69.05,1016.1,1.25,0.0
1275,9850,2025-11-30 15:05:41.032000+00:00,2025,Racing Bulls,AlphaTauri/RB lineage,Bottom 3,Midfield,6.0,6,0.0,90.0,92,2.0,30.0,28.0,Dry,Warm,28.16,22.6,69.05,1016.1,1.25,0.0
1275,9850,2025-11-30 15:05:41.032000+00:00,2025,Aston Martin,Aston Martin,Midfield,Midfield,7.0,7,0.0,74.0,80,6.0,30.0,24.0,Dry,Warm,28.16,22.6,69.05,1016.1,1.25,0.0
1275,9850,2025-11-30 15:05:41.032000+00:00,2025,Haas F1 Team,Haas F1 Team,Bottom 3,Bottom 3,8.0,8,0.0,73.0,73,0.0,30.0,30.0,Dry,Warm,28.16,22.6,69.05,1016.1,1.25,0.0
1275,9850,2025-11-30 15:05:41.032000+00:00,2025,Kick Sauber,Sauber lineage,Bottom 3,Bottom 3,9.0,9,0.0,68.0,68,0.0,30.0,30.0,Dry,Warm,28.16,22.6,69.05,1016.1,1.25,0.0
1275,9850,2025-11-30 15:05:41.032000+00:00,2025,Alpine,Alpine,Bottom 3,Bottom 3,10.0,10,0.0,22.0,22,0.0,30.0,30.0,Dry,Warm,28.16,22.6,69.05,1016.1,1.25,0.0
1276,9839,2025-12-07 12:06:07.170000+00:00,2025,McLaren,McLaren,Top 3,Top 3,1.0,1,0.0,800.0,833,33.0,33.0,0.0,Dry,Warm,31.06,26.67,60.44,1016.73,1.57,0.0
1276,9839,2025-12-07 12:06:07.170000+00:00,2025,Mercedes,Mercedes,Top 3,Top 3,2.0,2,0.0,459.0,469,10.0,33.0,23.0,Dry,Warm,31.06,26.67,60.44,1016.73,1.57,0.0
1276,9839,2025-12-07 12:06:07.170000+00:00,2025,Red Bull Racing,Red Bull Racing,Top 3,Top 3,3.0,3,0.0,426.0,451,25.0,33.0,8.0,Dry,Warm,31.06,26.67,60.44,1016.73,1.57,0.0
1276,9839,2025-12-07 12:06:07.170000+00:00,2025,Ferrari,Ferrari,Top 3,Midfield,4.0,4,0.0,382.0,398,16.0,33.0,17.0,Dry,Warm,31.06,26.67,60.44,1016.73,1.57,0.0
1276,9839,2025-12-07 12:06:07.170000+00:00,2025,Williams,Williams,Bottom 3,Midfield,5.0,5,0.0,137.0,137,0.0,33.0,33.0,Dry,Warm,31.06,26.67,60.44,1016.73,1.57,0.0
1276,9839,2025-12-07 12:06:07.170000+00:00,2025,Racing Bulls,AlphaTauri/RB lineage,Bottom 3,Midfield,6.0,6,0.0,92.0,92,0.0,33.0,33.0,Dry,Warm,31.06,26.67,60.44,1016.73,1.57,0.0
1276,9839,2025-12-07 12:06:07.170000+00:00,2025,Aston Martin,Aston Martin,Midfield,Midfield,7.0,7,0.0,80.0,89,9.0,33.0,24.0,Dry,Warm,31.06,26.67,60.44,1016.73,1.57,0.0
1276,9839,2025-12-07 12:06:07.170000+00:00,2025,Haas F1 Team,Haas F1 Team,Bottom 3,Bottom 3,8.0,8,0.0,73.0,79,6.0,33.0,27.0,Dry,Warm,31.06,26.67,60.44,1016.73,1.57,0.0
1276,9839,2025-12-07 12:06:07.170000+00:00,2025,Kick Sauber,Sauber lineage,Bottom 3,Bottom 3,9.0,9,0.0,68.0,70,2.0,33.0,31.0,Dry,Warm,31.06,26.67,60.44,1016.73,1.57,0.0
1276,9839,2025-12-07 12:06:07.170000+00:00,2025,Alpine,Alpine,Bottom 3,Bottom 3,10.0,10,0.0,22.0,22,0.0,33.0,33.0,Dry,Warm,31.06,26.67,60.44,1016.73,1.57,0.0
1277,9947,2025-07-06 13:08:00.335000+00:00,2025,McLaren,McLaren,Top 3,Top 3,1.0,1,0.0,417.0,460,43.0,43.0,0.0,Light wet,Cool,23.58,17.92,78.37,988.78,1.48,0.18
1277,9947,2025-07-06 13:08:00.335000+00:00,2025,Ferrari,Ferrari,Top 3,Top 3,2.0,2,0.0,210.0,222,12.0,43.0,31.0,Light wet,Cool,23.58,17.92,78.37,988.78,1.48,0.18
1277,9947,2025-07-06 13:08:00.335000+00:00,2025,Mercedes,Mercedes,Top 3,Top 3,3.0,3,0.0,209.0,210,1.0,43.0,42.0,Light wet,Cool,23.58,17.92,78.37,988.78,1.48,0.18
1277,9947,2025-07-06 13:08:00.335000+00:00,2025,Red Bull Racing,Red Bull Racing,Top 3,Midfield,4.0,4,0.0,162.0,172,10.0,43.0,33.0,Light wet,Cool,23.58,17.92,78.37,988.78,1.48,0.18
1277,9947,2025-07-06 13:08:00.335000+00:00,2025,Williams,Williams,Bottom 3,Midfield,5.0,5,0.0,55.0,59,4.0,43.0,39.0,Light wet,Cool,23.58,17.92,78.37,988.78,1.48,0.18
1277,9947,2025-07-06 13:08:00.335000+00:00,2025,Kick Sauber,Sauber lineage,Bottom 3,Bottom 3,9.0,6,3.0,26.0,41,15.0,43.0,28.0,Light wet,Cool,23.58,17.92,78.37,988.78,1.48,0.18
1277,9947,2025-07-06 13:08:00.335000+00:00,2025,Racing Bulls,AlphaTauri/RB lineage,Bottom 3,Midfield,6.0,7,-1.0,36.0,36,0.0,43.0,43.0,Light wet,Cool,23.58,17.92,78.37,988.78,1.48,0.18
1277,9947,2025-07-06 13:08:00.335000+00:00,2025,Aston Martin,Aston Martin,Midfield,Bottom 3,8.0,8,0.0,28.0,36,8.0,43.0,35.0,Light wet,Cool,23.58,17.92,78.37,988.78,1.48,0.18
1277,9947,2025-07-06 13:08:00.335000+00:00,2025,Haas F1 Team,Haas F1 Team,Bottom 3,Midfield,7.0,9,-2.0,29.0,29,0.0,43.0,43.0,Light wet,Cool,23.58,17.92,78.37,988.78,1.48,0.18
1277,9947,2025-07-06 13:08:00.335000+00:00,2025,Alpine,Alpine,Bottom 3,Bottom 3,10.0,10,0.0,11.0,19,8.0,43.0,35.0,Light wet,Cool,23.58,17.92,78.37,988.78,1.48,0.18
1279,11234,2026-03-08 03:01:20.088000+00:00,2026,McLaren,McLaren,Top 3,Midfield,4.0,3,1.0,0.0,10,10.0,10.0,0.0,Dry,Warm,36.13,24.23,53.97,1012.56,2.56,0.0
1279,11234,2026-03-08 03:01:20.088000+00:00,2026,Red Bull Racing,Red Bull Racing,Top 3,Top 3,2.0,4,-2.0,0.0,8,8.0,10.0,2.0,Dry,Warm,36.13,24.23,53.97,1012.56,2.56,0.0
1279,11234,2026-03-08 03:01:20.088000+00:00,2026,Haas F1 Team,Haas F1 Team,Bottom 3,Midfield,7.0,5,2.0,0.0,6,6.0,10.0,4.0,Dry,Warm,36.13,24.23,53.97,1012.56,2.56,0.0
1279,11234,2026-03-08 03:01:20.088000+00:00,2026,Racing Bulls,AlphaTauri/RB lineage,Bottom 3,Midfield,5.0,6,-1.0,0.0,4,4.0,10.0,6.0,Dry,Warm,36.13,24.23,53.97,1012.56,2.56,0.0
1279,11234,2026-03-08 03:01:20.088000+00:00,2026,Audi,Sauber lineage,Bottom 3,Midfield,6.0,7,-1.0,0.0,2,2.0,10.0,8.0,Dry,Warm,36.13,24.23,53.97,1012.56,2.56,0.0
1279,11234,2026-03-08 03:01:20.088000+00:00,2026,Alpine,Alpine,Bottom 3,Bottom 3,8.0,8,0.0,0.0,1,1.0,10.0,9.0,Dry,Warm,36.13,24.23,53.97,1012.56,2.56,0.0
1279,11234,2026-03-08 03:01:20.088000+00:00,2026,Cadillac,Cadillac,Bottom 3,Bottom 3,11.0,10,1.0,0.0,0,0.0,10.0,10.0,Dry,Warm,36.13,24.23,53.97,1012.56,2.56,0.0
1279,11234,2026-03-08 03:01:20.088000+00:00,2026,Aston Martin,Aston Martin,Midfield,Bottom 3,10.0,11,-1.0,0.0,0,0.0,10.0,10.0,Dry,Warm,36.13,24.23,53.97,1012.56,2.56,0.0
1280,11240,2026-03-14 02:17:25.782000+00:00,2026,Mercedes,Mercedes,Top 3,Top 3,1.0,1,0.0,43.0,55,12.0,13.0,1.0,Dry,Cool,15.4,14.87,49.43,1026.75,3.89,0.0
1280,11240,2026-03-14 02:17:25.782000+00:00,2026,Ferrari,Ferrari,Top 3,Top 3,2.0,2,0.0,27.0,40,13.0,13.0,0.0,Dry,Cool,15.4,14.87,49.43,1026.75,3.89,0.0
1280,11240,2026-03-14 02:17:25.782000+00:00,2026,McLaren,McLaren,Top 3,Top 3,3.0,3,0.0,10.0,18,8.0,13.0,5.0,Dry,Cool,15.4,14.87,49.43,1026.75,3.89,0.0
1280,11240,2026-03-14 02:17:25.782000+00:00,2026,Red Bull Racing,Red Bull Racing,Top 3,Midfield,4.0,4,0.0,8.0,8,0.0,13.0,13.0,Dry,Cool,15.4,14.87,49.43,1026.75,3.89,0.0
1280,11240,2026-03-14 02:17:25.782000+00:00,2026,Haas F1 Team,Haas F1 Team,Bottom 3,Midfield,5.0,5,0.0,6.0,7,1.0,13.0,12.0,Dry,Cool,15.4,14.87,49.43,1026.75,3.89,0.0
1280,11240,2026-03-14 02:17:25.782000+00:00,2026,Racing Bulls,AlphaTauri/RB lineage,Bottom 3,Midfield,6.0,6,0.0,4.0,6,2.0,13.0,11.0,Dry,Cool,15.4,14.87,49.43,1026.75,3.89,0.0
1280,11240,2026-03-14 02:17:25.782000+00:00,2026,Audi,Sauber lineage,Bottom 3,Midfield,7.0,7,0.0,2.0,2,0.0,13.0,13.0,Dry,Cool,15.4,14.87,49.43,1026.75,3.89,0.0
1280,11240,2026-03-14 02:17:25.782000+00:00,2026,Alpine,Alpine,Bottom 3,Bottom 3,8.0,8,0.0,1.0,1,0.0,13.0,13.0,Dry,Cool,15.4,14.87,49.43,1026.75,3.89,0.0
1280,11240,2026-03-14 02:17:25.782000+00:00,2026,Williams,Williams,Bottom 3,Bottom 3,9.0,9,0.0,0.0,0,0.0,13.0,13.0,Dry,Cool,15.4,14.87,49.43,1026.75,3.89,0.0
1280,11240,2026-03-14 02:17:25.782000+00:00,2026,Cadillac,Cadillac,Bottom 3,Bottom 3,10.0,10,0.0,0.0,0,0.0,13.0,13.0,Dry,Cool,15.4,14.87,49.43,1026.75,3.89,0.0
1280,11240,2026-03-14 02:17:25.782000+00:00,2026,Aston Martin,Aston Martin,Midfield,Bottom 3,11.0,11,0.0,0.0,0,0.0,13.0,13.0,Dry,Cool,15.4,14.87,49.43,1026.75,3.89,0.0
1280,11245,2026-03-15 06:08:35.739000+00:00,2026,Mercedes,Mercedes,Top 3,Top 3,1.0,1,0.0,55.0,98,43.0,43.0,0.0,Dry,Cool,22.62,15.57,55.0,1024.48,2.19,0.0
1280,11245,2026-03-15 06:08:35.739000+00:00,2026,Ferrari,Ferrari,Top 3,Top 3,2.0,2,0.0,40.0,67,27.0,43.0,16.0,Dry,Cool,22.62,15.57,55.0,1024.48,2.19,0.0
1280,11245,2026-03-15 06:08:35.739000+00:00,2026,McLaren,McLaren,Top 3,Top 3,3.0,3,0.0,18.0,18,0.0,43.0,43.0,Dry,Cool,22.62,15.57,55.0,1024.48,2.19,0.0
1280,11245,2026-03-15 06:08:35.739000+00:00,2026,Haas F1 Team,Haas F1 Team,Bottom 3,Midfield,5.0,4,1.0,7.0,17,10.0,43.0,33.0,Dry,Cool,22.62,15.57,55.0,1024.48,2.19,0.0
1280,11245,2026-03-15 06:08:35.739000+00:00,2026,Red Bull Racing,Red Bull Racing,Top 3,Midfield,4.0,5,-1.0,8.0,12,4.0,43.0,39.0,Dry,Cool,22.62,15.57,55.0,1024.48,2.19,0.0
1280,11245,2026-03-15 06:08:35.739000+00:00,2026,Racing Bulls,AlphaTauri/RB lineage,Bottom 3,Midfield,6.0,6,0.0,6.0,12,6.0,43.0,37.0,Dry,Cool,22.62,15.57,55.0,1024.48,2.19,0.0
1280,11245,2026-03-15 06:08:35.739000+00:00,2026,Alpine,Alpine,Bottom 3,Bottom 3,8.0,7,1.0,1.0,10,9.0,43.0,34.0,Dry,Cool,22.62,15.57,55.0,1024.48,2.19,0.0
1280,11245,2026-03-15 06:08:35.739000+00:00,2026,Audi,Sauber lineage,Bottom 3,Midfield,7.0,8,-1.0,2.0,2,0.0,43.0,43.0,Dry,Cool,22.62,15.57,55.0,1024.48,2.19,0.0
1280,11245,2026-03-15 06:08:35.739000+00:00,2026,Williams,Williams,Bottom 3,Bottom 3,9.0,9,0.0,0.0,2,2.0,43.0,41.0,Dry,Cool,22.62,15.57,55.0,1024.48,2.19,0.0
1280,11245,2026-03-15 06:08:35.739000+00:00,2026,Cadillac,Cadillac,Bottom 3,Bottom 3,10.0,10,0.0,0.0,0,0.0,43.0,43.0,Dry,Cool,22.62,15.57,55.0,1024.48,2.19,0.0
1280,11245,2026-03-15 06:08:35.739000+00:00,2026,Aston Martin,Aston Martin,Midfield,Bottom 3,11.0,11,0.0,0.0,0,0.0,43.0,43.0,Dry,Cool,22.62,15.57,55.0,1024.48,2.19,0.0
1281,11253,2026-03-29 04:11:04.261000+00:00,2026,Mercedes,Mercedes,Top 3,Top 3,1.0,1,0.0,98.0,135,37.0,37.0,0.0,Dry,Warm,34.14,18.56,52.5,1011.8,1.95,0.0
1281,11253,2026-03-29 04:11:04.261000+00:00,2026,Ferrari,Ferrari,Top 3,Top 3,2.0,2,0.0,67.0,90,23.0,37.0,14.0,Dry,Warm,34.14,18.56,52.5,1011.8,1.95,0.0
1281,11253,2026-03-29 04:11:04.261000+00:00,2026,McLaren,McLaren,Top 3,Top 3,3.0,3,0.0,18.0,46,28.0,37.0,9.0,Dry,Warm,34.14,18.56,52.5,1011.8,1.95,0.0
1281,11253,2026-03-29 04:11:04.261000+00:00,2026,Haas F1 Team,Haas F1 Team,Bottom 3,Midfield,4.0,4,0.0,17.0,18,1.0,37.0,36.0,Dry,Warm,34.14,18.56,52.5,1011.8,1.95,0.0
1281,11253,2026-03-29 04:11:04.261000+00:00,2026,Alpine,Alpine,Bottom 3,Midfield,7.0,5,2.0,10.0,16,6.0,37.0,31.0,Dry,Warm,34.14,18.56,52.5,1011.8,1.95,0.0
1281,11253,2026-03-29 04:11:04.261000+00:00,2026,Red Bull Racing,Red Bull Racing,Top 3,Midfield,5.0,6,-1.0,12.0,16,4.0,37.0,33.0,Dry,Warm,34.14,18.56,52.5,1011.8,1.95,0.0
1281,11253,2026-03-29 04:11:04.261000+00:00,2026,Racing Bulls,AlphaTauri/RB lineage,Bottom 3,Midfield,6.0,7,-1.0,12.0,14,2.0,37.0,35.0,Dry,Warm,34.14,18.56,52.5,1011.8,1.95,0.0
1281,11253,2026-03-29 04:11:04.261000+00:00,2026,Audi,Sauber lineage,Bottom 3,Bottom 3,8.0,8,0.0,2.0,2,0.0,37.0,37.0,Dry,Warm,34.14,18.56,52.5,1011.8,1.95,0.0
1281,11253,2026-03-29 04:11:04.261000+00:00,2026,Williams,Williams,Bottom 3,Bottom 3,9.0,9,0.0,2.0,2,0.0,37.0,37.0,Dry,Warm,34.14,18.56,52.5,1011.8,1.95,0.0
1281,11253,2026-03-29 04:11:04.261000+00:00,2026,Cadillac,Cadillac,Bottom 3,Bottom 3,10.0,10,0.0,0.0,0,0.0,37.0,37.0,Dry,Warm,34.14,18.56,52.5,1011.8,1.95,0.0
1281,11253,2026-03-29 04:11:04.261000+00:00,2026,Aston Martin,Aston Martin,Midfield,Bottom 3,11.0,11,0.0,0.0,0,0.0,37.0,37.0,Dry,Warm,34.14,18.56,52.5,1011.8,1.95,0.0
