meeting_key,session_key,session_start,year,team_name,team_lineage,tier_static,tier_dynamic,position_start,position_current,position_change,points_start,points_current,points_gained,session_points_leader,points_deficit_vs_leader,weather_condition,temp_bucket,avg_track_temp,avg_air_temp,avg_humidity,avg_pressure,avg_wind_speed,pct_rainfall
1266,9928,2025-08-03 12:26:33.523000+00:00,2025,McLaren,McLaren,Top 3,Top 3,1.0,1,0.0,516.0,559,43.0,43.0,0.0,Dry,Warm,32.04,22.05,57.05,987.13,2.09,0.0
1266,9928,2025-08-03 12:26:33.523000+00:00,2025,Ferrari,Ferrari,Top 3,Top 3,2.0,2,0.0,248.0,260,12.0,43.0,31.0,Dry,Warm,32.04,22.05,57.05,987.13,2.09,0.0
1266,9928,2025-08-03 12:26:33.523000+00:00,2025,Mercedes,Mercedes,Top 3,Top 3,3.0,3,0.0,220.0,236,16.0,43.0,27.0,Dry,Warm,32.04,22.05,57.05,987.13,2.09,0.0
1266,9928,2025-08-03 12:26:33.523000+00:00,2025,Red Bull Racing,Red Bull Racing,Top 3,Midfield,4.0,4,0.0,192.0,194,2.0,43.0,41.0,Dry,Warm,32.04,22.05,57.05,987.13,2.09,0.0
1266,9928,2025-08-03 12:26:33.523000+00:00,2025,Williams,Williams,Bottom 3,Midfield,5.0,5,0.0,70.0,70,0.0,43.0,43.0,Dry,Warm,32.04,22.05,57.05,987.13,2.09,0.0
1266,9928,2025-08-03 12:26:33.523000+00:00,2025,Aston Martin,Aston Martin,Midfield,Bottom 3,8.0,6,2.0,36.0,52,16.0,43.0,27.0,Dry,Warm,32.04,22.05,57.05,987.13,2.09,0.0
1266,9928,2025-08-03 12:26:33.523000+00:00,2025,Kick Sauber,Sauber lineage,Bottom 3,Midfield,6.0,7,-1.0,43.0,51,8.0,43.0,35.0,Dry,Warm,32.04,22.05,57.05,987.13,2.09,0.0
1266,9928,2025-08-03 12:26:33.523000+00:00,2025,Racing Bulls,AlphaTauri/RB lineage,Bottom 3,Midfield,7.0,8,-1.0,41.0,45,4.0,43.0,39.0,Dry,Warm,32.04,22.05,57.05,987.13,2.09,0.0
1266,9928,2025-08-03 12:26:33.523000+00:00,2025,Haas F1 Team,Haas F1 Team,Bottom 3,Bottom 3,9.0,9,0.0,35.0,35,0.0,43.0,43.0,Dry,Warm,32.04,22.05,57.05,987.13,2.09,0.0
1266,9928,2025-08-03 12:26:33.523000+00:00,2025,Alpine,Alpine,Bottom 3,Bottom 3,10.0,10,0.0,20.0,20,0.0,43.0,43.0,Dry,Warm,32.04,22.05,57.05,987.13,2.09,0.0
1267,9920,2025-08-31 12:07:45.075000+00:00,2025,McLaren,McLaren,Top 3,Top 3,1.0,1,0.0,559.0,584,25.0,25.0,0.0,Dry,Warm,27.96,20.08,71.18,1006.21,2.17,0.0
1267,9920,2025-08-31 12:07:45.075000+00:00,2025,Ferrari,Ferrari,Top 3,Top 3,2.0,2,0.0,260.0,260,0.0,25.0,25.0,Dry,Warm,27.96,20.08,71.18,1006.21,2.17,0.0
1267,9920,2025-08-31 12:07:45.075000+00:00,2025,Mercedes,Mercedes,Top 3,Top 3,3.0,3,0.0,236.0,248,12.0,25.0,13.0,Dry,Warm,27.96,20.08,71.18,1006.21,2.17,0.0
1267,9920,2025-08-31 12:07:45.075000+00:00,2025,Red Bull Racing,Red Bull Racing,Top 3,Midfield,4.0,4,0.0,194.0,214,20.0,25.0,5.0,Dry,Warm,27.96,20.08,71.18,1006.21,2.17,0.0
1267,9920,2025-08-31 12:07:45.075000+00:00,2025,Williams,Williams,Bottom 3,Midfield,5.0,5,0.0,70.0,80,10.0,25.0,15.0,Dry,Warm,27.96,20.08,71.18,1006.21,2.17,0.0
1267,9920,2025-08-31 12:07:45.075000+00:00,2025,Aston Martin,Aston Martin,Midfield,Midfield,6.0,6,0.0,52.0,62,10.0,25.0,15.0,Dry,Warm,27.96,20.08,71.18,1006.21,2.17,0.0
1267,9920,2025-08-31 12:07:45.075000+00:00,2025,Racing Bulls,AlphaTauri/RB lineage,Bottom 3,Bottom 3,8.0,7,1.0,45.0,60,15.0,25.0,10.0,Dry,Warm,27.96,20.08,71.18,1006.21,2.17,0.0
1267,9920,2025-08-31 12:07:45.075000+00:00,2025,Kick Sauber,Sauber lineage,Bottom 3,Midfield,7.0,8,-1.0,51.0,51,0.0,25.0,25.0,Dry,Warm,27.96,20.08,71.18,1006.21,2.17,0.0
1267,9920,2025-08-31 12:07:45.075000+00:00,2025,Haas F1 Team,Haas F1 Team,Bottom 3,Bottom 3,9.0,9,0.0,35.0,44,9.0,25.0,16.0,Dry,Warm,27.96,20.08,71.18,1006.21,2.17,0.0
1267,9920,2025-08-31 12:07:45.075000+00:00,2025,Alpine,Alpine,Bottom 3,Bottom 3,10.0,10,0.0,20.0,20,0.0,25.0,25.0,Dry,Warm,27.96,20.08,71.18,1006.21,2.17,0.0
1268,9912,2025-09-07 12:06:03.272000+00:00,2025,McLaren,McLaren,Top 3,Top 3,1.0,1,0.0,584.0,617,33.0,33.0,0.0,Dry,Hot,43.29,26.76,42.6,996.75,1.96,0.0
1268,9912,2025-09-07 12:06:03.272000+00:00,2025,Ferrari,Ferrari,Top 3,Top 3,2.0,2,0.0,260.0,280,20.0,33.0,13.0,Dry,Hot,43.29,26.76,42.6,996.75,1.96,0.0
1268,9912,2025-09-07 12:06:03.272000+00:00,2025,Mercedes,Mercedes,Top 3,Top 3,3.0,3,0.0,248.0,260,12.0,33.0,21.0,Dry,Hot,43.29,26.76,42.6,996.75,1.96,0.0
1268,9912,2025-09-07 12:06:03.272000+00:00,2025,Red Bull Racing,Red Bull Racing,Top 3,Midfield,4.0,4,0.0,214.0,239,25.0,33.0,8.0,Dry,Hot,43.29,26.76,42.6,996.75,1.96,0.0
1268,9912,2025-09-07 12:06:03.272000+00:00,2025,Williams,Williams,Bottom 3,Midfield,5.0,5,0.0,80.0,86,6.0,33.0,27.0,Dry,Hot,43.29,26.76,42.6,996.75,1.96,0.0
1268,9912,2025-09-07 12:06:03.272000+00:00,2025,Aston Martin,Aston Martin,Midfield,Midfield,6.0,6,0.0,62.0,62,0.0,33.0,33.0,Dry,Hot,43.29,26.76,42.6,996.75,1.96,0.0
1268,9912,2025-09-07 12:06:03.272000+00:00,2025,Racing Bulls,AlphaTauri/RB lineage,Bottom 3,Midfield,7.0,7,0.0,60.0,61,1.0,33.0,32.0,Dry,Hot,43.29,26.76,42.6,996.75,1.96,0.0
1268,9912,2025-09-07 12:06:03.272000+00:00,2025,Kick Sauber,Sauber lineage,Bottom 3,Bottom 3,8.0,8,0.0,51.0,55,4.0,33.0,29.0,Dry,Hot,43.29,26.76,42.6,996.75,1.96,0.0
1268,9912,2025-09-07 12:06:03.272000+00:00,2025,Haas F1 Team,Haas F1 Team,Bottom 3,Bottom 3,9.0,9,0.0,44.0,44,0.0,33.0,33.0,Dry,Hot,43.29,26.76,42.6,996.75,1.96,0.0
1268,9912,2025-09-07 12:06:03.272000+00:00,2025,Alpine,Alpine,Bottom 3,Bottom 3,10.0,10,0.0,20.0,20,0.0,33.0,33.0,Dry,Hot,43.29,26.76,42.6,996.75,1.96,0.0
1269,9904,2025-09-21 10:06:49.413000+00:00,2025,McLaren,McLaren,Top 3,Top 3,1.0,1,0.0,617.0,623,6.0,33.0,27.0,Dry,Warm,26.11,20.55,59.83,1021.12,1.51,0.0
1269,9904,2025-09-21 10:06:49.413000+00:00,2025,Mercedes,Mercedes,Top 3,Top 3,3.0,2,1.0,260.0,290,30.0,33.0,3.0,Dry,Warm,26.11,20.55,59.83,1021.12,1.51,0.0
1269,9904,2025-09-21 10:06:49.413000+00:00,2025,Ferrari,Ferrari,Top 3,Top 3,2.0,3,-1.0,280.0,286,6.0,33.0,27.0,Dry,Warm,26.11,20.55,59.83,1021.12,1.51,0.0
1269,9904,2025-09-21 10:06:49.413000+00:00,2025,Red Bull Racing,Red Bull Racing,Top 3,Midfield,4.0,4,0.0,239.0,272,33.0,33.0,0.0,Dry,Warm,26.11,20.55,59.83,1021.12,1.51,0.0
1269,9904,2025-09-21 10:06:49.413000+00:00,2025,Williams,Williams,Bottom 3,Midfield,5.0,5,0.0,86.0,101,15.0,33.0,18.0,Dry,Warm,26.11,20.55,59.83,1021.12,1.51,0.0
1269,9904,2025-09-21 10:06:49.413000+00:00,2025,Racing Bulls,AlphaTauri/RB lineage,Bottom 3,Midfield,7.0,6,1.0,61.0,72,11.0,33.0,22.0,Dry,Warm,26.11,20.55,59.83,1021.12,1.51,0.0
1269,9904,2025-09-21 10:06:49.413000+00:00,2025,Aston Martin,Aston Martin,Midfield,Midfield,6.0,7,-1.0,62.0,62,0.0,33.0,33.0,Dry,Warm,26.11,20.55,59.83,1021.12,1.51,0.0
1269,9904,2025-09-21 10:06:49.413000+00:00,2025,Kick Sauber,Sauber lineage,Bottom 3,Bottom 3,8.0,8,0.0,55.0,55,0.0,33.0,33.0,Dry,Warm,26.11,20.55,59.83,1021.12,1.51,0.0
1269,9904,2025-09-21 10:06:49.413000+00:00,2025,Haas F1 Team,Haas F1 Team,Bottom 3,Bottom 3,9.0,9,0.0,44.0,44,0.0,33.0,33.0,Dry,Warm,26.11,20.55,59.83,1021.12,1.51,0.0
1269,9904,2025-09-21 10:06:49.413000+00:00,2025,Alpine,Alpine,Bottom 3,Bottom 3,10.0,10,0.0,20.0,20,0.0,33.0,33.0,Dry,Warm,26.11,20.55,59.83,1021.12,1.51,0.0
1270,9896,2025-10-05 11:09:12.972000+00:00,2025,McLaren,McLaren,Top 3,Top 3,1.0,1,0.0,623.0,650,27.0,35.0,8.0,Light wet,Warm,33.85,29.07,74.36,1010.78,1.11,0.04
1270,9896,2025-10-05 11:09:12.972000+00:00,2025,Mercedes,Mercedes,Top 3,Top 3,2.0,2,0.0,290.0,325,35.0,35.0,0.0,Light wet,Warm,33.85,29.07,74.36,1010.78,1.11,0.04
1270,9896,2025-10-05 11:09:12.972000+00:00,2025,Ferrari,Ferrari,Top 3,Top 3,3.0,3,0.0,286.0,300,14.0,35.0,21.0,Light wet,Warm,33.85,29.07,74.36,1010.78,1.11,0.04
1270,9896,2025-10-05 11:09:12.972000+00:00,2025,Red Bull Racing,Red Bull Racing,Top 3,Midfield,4.0,4,0.0,272.0,290,18.0,35.0,17.0,Light wet,Warm,33.85,29.07,74.36,1010.78,1.11,0.04
1270,9896,2025-10-05 11:09:12.972000+00:00,2025,Williams,Williams,Bottom 3,Midfield,5.0,5,0.0,101.0,102,1.0,35.0,34.0,Light wet,Warm,33.85,29.07,74.36,1010.78,1.11,0.04
1270,9896,2025-10-05 11:09:12.972000+00:00,2025,Racing Bulls,AlphaTauri/RB lineage,Bottom 3,Midfield,6.0,6,0.0,72.0,72,0.0,35.0,35.0,Light wet,Warm,33.85,29.07,74.36,1010.78,1.11,0.04
1270,9896,2025-10-05 11:09:12.972000+00:00,2025,Aston Martin,Aston Martin,Midfield,Midfield,7.0,7,0.0,62.0,66,4.0,35.0,31.0,Light wet,Warm,33.85,29.07,74.36,1010.78,1.11,0.04
1270,9896,2025-10-05 11:09:12.972000+00:00,2025,Kick Sauber,Sauber lineage,Bottom 3,Bottom 3,8.0,8,0.0,55.0,55,0.0,35.0,35.0,Light wet,Warm,33.85,29.07,74.36,1010.78,1.11,0.04
1270,9896,2025-10-05 11:09:12.972000+00:00,2025,Haas F1 Team,Haas F1 Team,Bottom 3,Bottom 3,9.0,9,0.0,44.0,46,2.0,35.0,33.0,Light wet,Warm,33.85,29.07,74.36,1010.78,1.11,0.04
1270,9896,2025-10-05 11:09:12.972000+00:00,2025,Alpine,Alpine,Bottom 3,Bottom 3,10.0,10,0.0,20.0,20,0.0,35.0,35.0,Light wet,Warm,33.85,29.07,74.36,1010.78,1.11,0.04
1271,9883,2025-10-18 16:16:23.461000+00:00,2025,McLaren,McLaren,Top 3,Top 3,1.0,1,0.0,650.0,650,0.0,10.0,10.0,Dry,Hot,42.64,29.8,56.76,992.12,3.26,0.0
1271,9883,2025-10-18 16:16:23.461000+00:00,2025,Mercedes,Mercedes,Top 3,Top 3,2.0,2,0.0,325.0,333,8.0,10.0,2.0,Dry,Hot,42.64,29.8,56.76,992.12,3.26,0.0
1271,9883,2025-10-18 16:16:23.461000+00:00,2025,Ferrari,Ferrari,Top 3,Top 3,3.0,3,0.0,298.0,307,9.0,10.0,1.0,Dry,Hot,42.64,29.8,56.76,992.12,3.26,0.0
1271,9883,2025-10-18 16:16:23.461000+00:00,2025,Red Bull Racing,Red Bull Racing,Top 3,Midfield,4.0,4,0.0,290.0,300,10.0,10.0,0.0,Dry,Hot,42.64,29.8,56.76,992.12,3.26,0.0
1271,9883,2025-10-18 16:16:23.461000+00:00,2025,Williams,Williams,Bottom 3,Midfield,5.0,5,0.0,102.0,111,9.0,10.0,1.0,Dry,Hot,42.64,29.8,56.76,992.12,3.26,0.0
1271,9883,2025-10-18 16:16:23.461000+00:00,2025,Racing Bulls,AlphaTauri/RB lineage,Bottom 3,Midfield,6.0,6,0.0,72.0,72,0.0,10.0,10.0,Dry,Hot,42.64,29.8,56.76,992.12,3.26,0.0
1271,9883,2025-10-18 16:16:23.461000+00:00,2025,Aston Martin,Aston Martin,Midfield,Midfield,7.0,7,0.0,68.0,68,0.0,10.0,10.0,Dry,Hot,42.64,29.8,56.76,992.12,3.26,0.0
1271,9883,2025-10-18 16:16:23.461000+00:00,2025,Kick Sauber,Sauber lineage,Bottom 3,Bottom 3,8.0,8,0.0,55.0,55,0.0,10.0,10.0,Dry,Hot,42.64,29.8,56.76,992.12,3.26,0.0
1271,9883,2025-10-18 16:16:23.461000+00:00,2025,Haas F1 Team,Haas F1 Team,Bottom 3,Bottom 3,9.0,9,0.0,46.0,46,0.0,10.0,10.0,Dry,Hot,42.64,29.8,56.76,992.12,3.26,0.0
1271,9883,2025-10-18 16:16:23.461000+00:00,2025,Alpine,Alpine,Bottom 3,Bottom 3,10.0,10,0.0,20.0,20,0.0,10.0,10.0,Dry,Hot,42.64,29.8,56.76,992.12,3.26,0.0
1271,9888,2025-10-19 18:07:29.925000+00:00,2025,McLaren,McLaren,Top 3,Top 3,1.0,1,0.0,650.0,678,28.0,31.0,3.0,Dry,Hot,45.04,28.27,22.53,1001.11,2.08,0.0
1271,9888,2025-10-19 18:07:29.925000+00:00,2025,Mercedes,Mercedes,Top 3,Top 3,2.0,2,0.0,333.0,341,8.0,31.0,23.0,Dry,Hot,45.04,28.27,22.53,1001.11,2.08,0.0
1271,9888,2025-10-19 18:07:29.925000+00:00,2025,Ferrari,Ferrari,Top 3,Top 3,3.0,3,0.0,307.0,334,27.0,31.0,4.0,Dry,Hot,45.04,28.27,22.53,1001.11,2.08,0.0
1271,9888,2025-10-19 18:07:29.925000+00:00,2025,Red Bull Racing,Red Bull Racing,Top 3,Midfield,4.0,4,0.0,300.0,331,31.0,31.0,0.0,Dry,Hot,45.04,28.27,22.53,1001.11,2.08,0.0
1271,9888,2025-10-19 18:07:29.925000+00:00,2025,Williams,Williams,Bottom 3,Midfield,5.0,5,0.0,111.0,111,0.0,31.0,31.0,Dry,Hot,45.04,28.27,22.53,1001.11,2.08,0.0
1271,9888,2025-10-19 18:07:29.925000+00:00,2025,Racing Bulls,AlphaTauri/RB lineage,Bottom 3,Midfield,6.0,6,0.0,72.0,72,0.0,31.0,31.0,Dry,Hot,45.04,28.27,22.53,1001.11,2.08,0.0
1271,9888,2025-10-19 18:07:29.925000+00:00,2025,Aston Martin,Aston Martin,Midfield,Midfield,7.0,7,0.0,68.0,69,1.0,31.0,30.0,Dry,Hot,45.04,28.27,22.53,1001.11,2.08,0.0
1271,9888,2025-10-19 18:07:29.925000+00:00,2025,Kick Sauber,Sauber lineage,Bottom 3,Bottom 3,8.0,8,0.0,55.0,59,4.0,31.0,27.0,Dry,Hot,45.04,28.27,22.53,1001.11,2.08,0.0
1271,9888,2025-10-19 18:07:29.925000+00:00,2025,Haas F1 Team,Haas F1 Team,Bottom 3,Bottom 3,9.0,9,0.0,46.0,48,2.0,31.0,29.0,Dry,Hot,45.04,28.27,22.53,1001.11,2.08,0.0
1271,9888,2025-10-19 18:07:29.925000+00:00,2025,Alpine,Alpine,Bottom 3,Bottom 3,10.0,10,0.0,20.0,20,0.0,31.0,31.0,Dry,Hot,45.04,28.27,22.53,1001.11,2.08,0.0
1272,9877,2025-10-26 19:06:27.287000+00:00,2025,McLaren,McLaren,Top 3,Top 3,1.0,1,0.0,678.0,713,35.0,35.0,0.0,Dry,Hot,50.59,26.41,23.23,780.89,1.85,0.0
1272,9877,2025-10-26 19:06:27.287000+00:00,2025,Ferrari,Ferrari,Top 3,Top 3,3.0,2,1.0,334.0,356,22.0,35.0,13.0,Dry,Hot,50.59,26.41,23.23,780.89,1.85,0.0
1272,9877,2025-10-26 19:06:27.287000+00:00,2025,Mercedes,Mercedes,Top 3,Top 3,2.0,3,-1.0,341.0,355,14.0,35.0,21.0,Dry,Hot,50.59,26.41,23.23,780.89,1.85,0.0
1272,9877,2025-10-26 19:06:27.287000+00:00,2025,Red Bull Racing,Red Bull Racing,Top 3,Midfield,4.0,4,0.0,331.0,346,15.0,35.0,20.0,Dry,Hot,50.59,26.41,23.23,780.89,1.85,0.0
1272,9877,2025-10-26 19:06:27.287000+00:00,2025,Williams,Williams,Bottom 3,Midfield,5.0,5,0.0,111.0,111,0.0,35.0,35.0,Dry,Hot,50.59,26.41,23.23,780.89,1.85,0.0
1272,9877,2025-10-26 19:06:27.287000+00:00,2025,Racing Bulls,AlphaTauri/RB lineage,Bottom 3,Midfield,6.0,6,0.0,72.0,72,0.0,35.0,35.0,Dry,Hot,50.59,26.41,23.23,780.89,1.85,0.0
1272,9877,2025-10-26 19:06:27.287000+00:00,2025,Aston Martin,Aston Martin,Midfield,Midfield,7.0,7,0.0,69.0,69,0.0,35.0,35.0,Dry,Hot,50.59,26.41,23.23,780.89,1.85,0.0
1272,9877,2025-10-26 19:06:27.287000+00:00,2025,Haas F1 Team,Haas F1 Team,Bottom 3,Bottom 3,9.0,8,1.0,48.0,62,14.0,35.0,21.0,Dry,Hot,50.59,26.41,23.23,780.89,1.85,0.0
1272,9877,2025-10-26 19:06:27.287000+00:00,2025,Kick Sauber,Sauber lineage,Bottom 3,Bottom 3,8.0,9,-1.0,59.0,60,1.0,35.0,34.0,Dry,Hot,50.59,26.41,23.23,780.89,1.85,0.0
1272,9877,2025-10-26 19:06:27.287000+00:00,2025,Alpine,Alpine,Bottom 3,Bottom 3,10.0,10,0.0,20.0,20,0.0,35.0,35.0,Dry,Hot,50.59,26.41,23.23,780.89,1.85,0.0
1273,9864,2025-11-08 13:15:08.164000+00:00,2025,McLaren,McLaren,Top 3,Top 3,1.0,1,0.0,713.0,721,8.0,13.0,5.0,Light wet,Warm,26.71,22.93,72.44,919.25,2.12,0.01
1273,9864,2025-11-08 13:15:08.164000+00:00,2025,Mercedes,Mercedes,Top 3,Top 3,3.0,2,1.0,355.0,368,13.0,13.0,0.0,Light wet,Warm,26.71,22.93,72.44,919.25,2.12,0.01
1273,9864,2025-11-08 13:15:08.164000+00:00,2025,Ferrari,Ferrari,Top 3,Top 3,2.0,3,-1.0,356.0,362,6.0,13.0,7.0,Light wet,Warm,26.71,22.93,72.44,919.25,2.12,0.01
1273,9864,2025-11-08 13:15:08.164000+00:00,2025,Red Bull Racing,Red Bull Racing,Top 3,Midfield,4.0,4,0.0,346.0,351,5.0,13.0,8.0,Light wet,Warm,26.71,22.93,72.44,919.25,2.12,0.01
1273,9864,2025-11-08 13:15:08.164000+00:00,2025,Williams,Williams,Bottom 3,Midfield,5.0,5,0.0,111.0,111,0.0,13.0,13.0,Light wet,Warm,26.71,22.93,72.44,919.25,2.12,0.01
1273,9864,2025-11-08 13:15:08.164000+00:00,2025,Racing Bulls,AlphaTauri/RB lineage,Bottom 3,Midfield,6.0,6,0.0,72.0,72,0.0,13.0,13.0,Light wet,Warm,26.71,22.93,72.44,919.25,2.12,0.01
1273,9864,2025-11-08 13:15:08.164000+00:00,2025,Aston Martin,Aston Martin,Midfield,Midfield,7.0,7,0.0,69.0,72,3.0,13.0,10.0,Light wet,Warm,26.71,22.93,72.44,919.25,2.12,0.01
1273,9864,2025-11-08 13:15:08.164000+00:00,2025,Haas F1 Team,Haas F1 Team,Bottom 3,Bottom 3,8.0,8,0.0,62.0,62,0.0,13.0,13.0,Light wet,Warm,26.71,22.93,72.44,919.25,2.12,0.01
1273,9864,2025-11-08 13:15:08.164000+00:00,2025,Kick Sauber,Sauber lineage,Bottom 3,Bottom 3,9.0,9,0.0,60.0,60,0.0,13.0,13.0,Light wet,Warm,26.71,22.93,72.44,919.25,2.12,0.01
1273,9864,2025-11-08 13:15:08.164000+00:00,2025,Alpine,Alpine,Bottom 3,Bottom 3,10.0,10,0.0,20.0,21,1.0,13.0,12.0,Light wet,Warm,26.71,22.93,72.44,919.25,2.12,0.01
1273,9869,2025-11-09 16:07:20.633000+00:00,2025,McLaren,McLaren,Top 3,Top 3,1.0,1,0.0,721.0,756,35.0,35.0,0.0,Dry,Warm,30.69,17.35,70.57,929.71,1.51,0.0
1273,9869,2025-11-09 16:07:20.633000+00:00,2025,Mercedes,Mercedes,Top 3,Top 3,2.0,2,0.0,368.0,398,30.0,35.0,5.0,Dry,Warm,30.69,17.35,70.57,929.71,1.51,0.0
1273,9869,2025-11-09 16:07:20.633000+00:00,2025,Red Bull Racing,Red Bull Racing,Top 3,Midfield,4.0,3,1.0,351.0,366,15.0,35.0,20.0,Dry,Warm,30.69,17.35,70.57,929.71,1.51,0.0
1273,9869,2025-11-09 16:07:20.633000+00:00,2025,Ferrari,Ferrari,Top 3,Top 3,3.0,4,-1.0,362.0,362,0.0,35.0,35.0,Dry,Warm,30.69,17.35,70.57,929.71,1.51,0.0
1273,9869,2025-11-09 16:07:20.633000+00:00,2025,Williams,Williams,Bottom 3,Midfield,5.0,5,0.0,111.0,111,0.0,35.0,35.0,Dry,Warm,30.69,17.35,70.57,929.71,1.51,0.0
1273,9869,2025-11-09 16:07:20.633000+00:00,2025,Racing Bulls,AlphaTauri/RB lineage,Bottom 3,Midfield,6.0,6,0.0,72.0,82,10.0,35.0,25.0,Dry,Warm,30.69,17.35,70.57,929.71,1.51,0.0
1273,9869,2025-11-09 16:07:20.633000+00:00,2025,Aston Martin,Aston Martin,Midfield,Midfield,7.0,7,0.0,72.0,72,0.0,35.0,35.0,Dry,Warm,30.69,17.35,70.57,929.71,1.51,0.0
1273,9869,2025-11-09 16:07:20.633000+00:00,2025,Haas F1 Team,Haas F1 Team,Bottom 3,Bottom 3,8.0,8,0.0,62.0,70,8.0,35.0,27.0,Dry,Warm,30.69,17.35,70.57,929.71,1.51,0.0
1273,9869,2025-11-09 16:07:20.633000+00:00,2025,Kick Sauber,Sauber lineage,Bottom 3,Bottom 3,9.0,9,0.0,60.0,62,2.0,35.0,33.0,Dry,Warm,30.69,17.35,70.57,929.71,1.51,0.0
1273,9869,2025-11-09 16:07:20.633000+00:00,2025,Alpine,Alpine,Bottom 3,Bottom 3,10.0,10,0.0,21.0,22,1.0,35.0,34.0,Dry,Warm,30.69,17.35,70.57,929.71,1.51,0.0
1274,9858,2025-11-23 03:06:32.953000+00:00,2025,McLaren,McLaren,Top 3,Top 3,1.0,1,0.0,756.0,786,30.0,30.0,0.0,Dry,Cool,19.53,16.73,37.77,941.9,1.44,0.0
1274,9858,2025-11-23 03:06:32.953000+00:00,2025,Mercedes,Mercedes,Top 3,Top 3,2.0,2,0.0,398.0,423,25.0,30.0,5.0,Dry,Cool,19.53,16.73,37.77,941.9,1.44,0.0
1274,9858,2025-11-23 03:06:32.953000+00:00,2025,Red Bull Racing,Red Bull Racing,Top 3,Top 3,3.0,3,0.0,366.0,391,25.0,30.0,5.0,Dry,Cool,19.53,16.73,37.77,941.9,1.44,0.0
1274,9858,2025-11-23 03:06:32.953000+00:00,2025,Ferrari,Ferrari,Top 3,Midfield,4.0,4,0.0,362.0,371,9.0,30.0,21.0,Dry,Cool,19.53,16.73,37.77,941.9,1.44,0.0
1274,9858,2025-11-23 03:06:32.953000+00:00,2025,Williams,Williams,Bottom 3,Midfield,5.0,5,0.0,111.0,117,6.0,30.0,24.0,Dry,Cool,19.53,16.73,37.77,941.9,1.44,0.0
1274,9858,2025-11-23 03:06:32.953000+00:00,2025,Racing Bulls,AlphaTauri/RB lineage,Bottom 3,Midfield,6.0,6,0.0,82.0,86,4.0,30.0,26.0,Dry,Cool,19.53,16.73,37.77,941.9,1.44,0.0
1274,9858,2025-11-23 03:06:32.953000+00:00,2025,Aston Martin,Aston Martin,Midfield,Midfield,7.0,7,0.0,72.0,72,0.0,30.0,30.0,Dry,Cool,19.53,16.73,37.77,941.9,1.44,0.0
1274,9858,2025-11-23 03:06:32.953000+00:00,2025,Haas F1 Team,Haas F1 Team,Bottom 3,Bottom 3,8.0,8,0.0,70.0,70,0.0,30.0,30.0,Dry,Cool,19.53,16.73,37.77,941.9,1.44,0.0
1274,9858,2025-11-23 03:06:32.953000+00:00,2025,Kick Sauber,Sauber lineage,Bottom 3,Bottom 3,9.0,9,0.0,62.0,64,2.0,30.0,28.0,Dry,Cool,19.53,16.73,37.77,941.9,1.44,0.0
1274,9858,2025-11-23 03:06:32.953000+00:00,2025,Alpine,Alpine,Bottom 3,Bottom 3,10.0,10,0.0,22.0,22,0.0,30.0,30.0,Dry,Cool,19.53,16.73,37.77,941.9,1.44,0.0
1275,9845,2025-11-29 13:18:34.948000+00:00,2025,McLaren,McLaren,Top 3,Top 3,1.0,1,0.0,756.0,770,14.0,14.0,0.0,Dry,Warm,31.54,25.2,49.03,1015.34,2.25,0.0
1275,9845,2025-11-29 13:18:34.948000+00:00,2025,Mercedes,Mercedes,Top 3,Top 3,2.0,2,0.0,431.0,441,10.0,14.0,4.0,Dry,Warm,31.54,25.2,49.03,1015.34,2.25,0.0
1275,9845,2025-11-29 13:18:34.948000+00:00,2025,Red Bull Racing,Red Bull Racing,Top 3,Top 3,3.0,3,0.0,391.0,400,9.0,14.0,5.0,Dry,Warm,31.54,25.2,49.03,1015.34,2.25,0.0
1275,9845,2025-11-29 13:18:34.948000+00:00,2025,Ferrari,Ferrari,Top 3,Midfield,4.0,4,0.0,378.0,378,0.0,14.0,14.0,Dry,Warm,31.54,25.2,49.03,1015.34,2.25,0.0
1275,9845,2025-11-29 13:18:34.948000+00:00,2025,Williams,Williams,Bottom 3,Midfield,5.0,5,0.0,121.0,122,1.0,14.0,13.0,Dry,Warm,31.54,25.2,49.03,1015.34,2.25,0.0
1275,9845,2025-11-29 13:18:34.948000+00:00,2025,Racing Bulls,AlphaTauri/RB lineage,Bottom 3,Midfield,6.0,6,0.0,90.0,90,0.0,14.0,14.0,Dry,Warm,31.54,25.2,49.03,1015.34,2.25,0.0
1275,9845,2025-11-29 13:18:34.948000+00:00,2025,Aston Martin,Aston Martin,Midfield,Bottom 3,8.0,7,1.0,72.0,74,2.0,14.0,12.0,Dry,Warm,31.54,25.2,49.03,1015.34,2.25,0.0
1275,9845,2025-11-29 13:18:34.948000+00:00,2025,Haas F1 Team,Haas F1 Team,Bottom 3,Midfield,7.0,8,-1.0,73.0,73,0.0,14.0,14.0,Dry,Warm,31.54,25.2,49.03,1015.34,2.25,0.0
1275,9845,2025-11-29 13:18:34.948000+00:00,2025,Kick Sauber,Sauber lineage,Bottom 3,Bottom 3,9.0,9,0.0,68.0,68,0.0,14.0,14.0,Dry,Warm,31.54,25.2,49.03,1015.34,2.25,0.0
1275,9845,2025-11-29 13:18:34.948000+00:00,2025,Alpine,Alpine,Bottom 3,Bottom 3,10.0,10,0.0,22.0,22,0.0,14.0,14.0,Dry,Warm,31.54,25.2,49.03,1015.34,2.25,0.0
